client_ref,order_id,duration,deadline,known_difficult,created_on,last_modified_on,created_on_time,deadline_period,order_weekday,order_hours
22a70208bd-f7ac1b49-1599193192454881565,PO1599193203656227,247.57000000000062,1599225602,0,1599193203,1599193203,2020-09-04T04:20:03Z,9,Fri,4
5c5f641b71-e1d54dad-1599193195166805635,PO15991931985613214,332.2000000000003,1599225597,0,1599193198,1599193198,2020-09-04T04:19:58Z,9,Fri,4
5c5f641b71-e1d54dad-1599193185424452309,PO15991931866843754,310.94000000000005,1599225585,0,1599193186,1599193186,2020-09-04T04:19:46Z,9,Fri,4
22a70208bd-f7ac1b49-1599193173810207848,PO15991931753162569,297.3299999999999,1599225574,0,1599193175,1599193175,2020-09-04T04:19:35Z,9,Fri,4
22a70208bd-f7ac1b49-1599193123570697870,PO15991931733149898,302.28999999999996,1599225572,0,1599193173,1599193173,2020-09-04T04:19:33Z,9,Fri,4
22a70208bd-f7ac1b49-1599193129773952596,PO15991931615253056,331.4200000000001,1599225560,0,1599193161,1599193161,2020-09-04T04:19:21Z,9,Fri,4
22a70208bd-f7ac1b49-1599193146546785900,PO15991931561586548,406.9399999999998,1599225555,0,1599193156,1599193156,2020-09-04T04:19:16Z,9,Fri,4
5c5f641b71-e1d54dad-1599193118822102060,PO15991931425542157,295.7999999999997,1599225541,0,1599193142,1599193142,2020-09-04T04:19:02Z,9,Fri,4
22a70208bd-f7ac1b49-1599193090020722328,PO15991931390939036,302.22000000000025,1599225538,0,1599193139,1599193139,2020-09-04T04:18:59Z,9,Fri,4
22a70208bd-f7ac1b49-1599193118875094871,PO15991931392093199,257.02,1599225538,0,1599193139,1599193139,2020-09-04T04:18:59Z,9,Fri,4
22a70208bd-f7ac1b49-1599193085589720517,PO15991931385724126,297.47999999999956,1599225537,0,1599193138,1599193138,2020-09-04T04:18:58Z,9,Fri,4
5c5f641b71-e1d54dad-1599193135695141663,PO15991931376507842,289.77999999999975,1599225536,0,1599193137,1599193137,2020-09-04T04:18:57Z,9,Fri,4
5c5f641b71-e1d54dad-1599193072943539069,PO1599193134769100,44.460000000000036,1599225533,0,1599193134,1599193134,2020-09-04T04:18:54Z,9,Fri,4
22a70208bd-f7ac1b49-1599193125273306202,PO15991931266181863,343.47,1599225525,0,1599193126,1599193126,2020-09-04T04:18:46Z,9,Fri,4
22a70208bd-f7ac1b49-1599193099439220011,PO15991931245537748,294.7599999999993,1599225523,0,1599193124,1599193124,2020-09-04T04:18:44Z,9,Fri,4
5c5f641b71-e1d54dad-1599193112279165880,PO15991931190255232,270.34000000000015,1599225518,0,1599193119,1599193119,2020-09-04T04:18:39Z,9,Fri,4
22a70208bd-f7ac1b49-1599193112807205600,PO15991931177365161,427.9899999999998,1599225516,0,1599193117,1599193117,2020-09-04T04:18:37Z,9,Fri,4
5c5f641b71-e1d54dad-1599193112404817493,PO15991931149898592,304.09000000000015,1599225513,0,1599193114,1599193114,2020-09-04T04:18:34Z,9,Fri,4
5c5f641b71-e1d54dad-1599193106921532789,PO15991931126467315,293.56999999999994,1599225511,0,1599193112,1599193112,2020-09-04T04:18:32Z,9,Fri,4
22a70208bd-f7ac1b49-1599193086774631681,PO15991931031303997,306.9300000000003,1599225502,0,1599193103,1599193103,2020-09-04T04:18:23Z,9,Fri,4
22a70208bd-f7ac1b49-1599193076017132092,PO15991930900234221,320.6399999999999,1599225488,0,1599193090,1599193090,2020-09-04T04:18:10Z,9,Fri,4
22a70208bd-f7ac1b49-1599193088804768713,PO15991930902056669,285.0799999999999,1599225489,0,1599193090,1599193090,2020-09-04T04:18:10Z,9,Fri,4
22a70208bd-f7ac1b49-1599193083988619021,PO15991930860543401,281.98,1599225484,0,1599193086,1599193086,2020-09-04T04:18:06Z,9,Fri,4
5c5f641b71-e1d54dad-1599193080000537810,PO15991930813182589,316.28999999999996,1599225480,0,1599193081,1599193081,2020-09-04T04:18:01Z,9,Fri,4
22a70208bd-f7ac1b49-1599193073600801283,PO15991930804957854,259.90000000000055,1599225474,0,1599193080,1599193080,2020-09-04T04:18:00Z,9,Fri,4
5c5f641b71-e1d54dad-1599193077475800760,PO15991930808341032,303.20000000000005,1599225478,0,1599193080,1599193080,2020-09-04T04:18:00Z,9,Fri,4
5c5f641b71-e1d54dad-1599193066066919214,PO15991930674675340,328.15999999999985,1599225466,0,1599193067,1599193067,2020-09-04T04:17:47Z,9,Fri,4
5c5f641b71-e1d54dad-1599193063643037404,PO15991930650804327,267.1100000000001,1599225464,0,1599193065,1599193065,2020-09-04T04:17:45Z,9,Fri,4
22a70208bd-f7ac1b49-1599193038931975808,PO15991930448978147,232.42999999999984,1599225443,0,1599193044,1599193044,2020-09-04T04:17:24Z,9,Fri,4
22a70208bd-f7ac1b49-1599193029252988813,PO15991930378306289,263.5600000000004,1599225429,0,1599193038,1599193038,2020-09-04T04:17:18Z,9,Fri,4
5c5f641b71-e1d54dad-1599193021096144447,PO1599193022834273,157.53999999999996,1599225421,0,1599193026,1599193026,2020-09-04T04:17:06Z,9,Fri,4
22a70208bd-f7ac1b49-1599193002217076871,PO15991930062403455,180.65000000000032,1599225403,0,1599193006,1599193006,2020-09-04T04:16:46Z,9,Fri,4
5c5f641b71-e1d54dad-1599192975255218999,PO15991929800737278,106.07999999999993,1599225378,0,1599192980,1599192980,2020-09-04T04:16:20Z,9,Fri,4
22a70208bd-f7ac1b49-1599192883973435735,PO15991928870803106,162.71000000000004,1599228885,0,1599192887,1599192887,2020-09-04T04:14:47Z,10,Fri,4
22a70208bd-f7ac1b49-1599192835914243914,PO15991928386703454,145.775,1599228837,0,1599192838,1599192838,2020-09-04T04:13:58Z,10,Fri,4
22a70208bd-f7ac1b49-1599192827568637690,PO15991928326558976,108.50999999999999,1599228827,0,1599192836,1599192836,2020-09-04T04:13:56Z,10,Fri,4
22a70208bd-f7ac1b49-1599192821162864440,PO15991928225714491,118.43000000000006,1599228821,0,1599192822,1599192822,2020-09-04T04:13:42Z,10,Fri,4
22a70208bd-f7ac1b49-1599192780052976626,PO15991927824946420,16.38000000000011,1599228780,0,1599192784,1599192784,2020-09-04T04:13:04Z,10,Fri,4
a2f0985c08-d94d563e-1599179776533362586,PO1599179792055774,76.38999999999987,1599208576,0,1599179792,1599179792,2020-09-04T00:36:32Z,8,Fri,0
a2f0985c08-d94d563e-1599179776533356388,PO15991797898401011,299.5500000000002,1599208576,0,1599179789,1599179789,2020-09-04T00:36:29Z,8,Fri,0
a2f0985c08-d94d563e-1599179776533342559,PO15991797879331341,302.75999999999976,1599208576,0,1599179787,1599179787,2020-09-04T00:36:27Z,8,Fri,0
a2f0985c08-d94d563e-1599179735522507799,PO15991797868489164,306.8000000000002,1599208576,0,1599179786,1599179786,2020-09-04T00:36:26Z,8,Fri,0
a2f0985c08-d94d563e-1599179735522503562,PO15991797855998262,297.55999999999995,1599208576,0,1599179785,1599179785,2020-09-04T00:36:25Z,8,Fri,0
a2f0985c08-d94d563e-1599179735522499161,PO15991797844711505,318.1099999999999,1599208576,0,1599179784,1599179784,2020-09-04T00:36:24Z,8,Fri,0
a2f0985c08-d94d563e-1599179735522494129,PO15991797833754865,291.27,1599208576,0,1599179783,1599179783,2020-09-04T00:36:23Z,8,Fri,0
a2f0985c08-d94d563e-1599179735522490023,PO15991797822312548,296.22,1599208576,0,1599179782,1599179782,2020-09-04T00:36:22Z,8,Fri,0
a2f0985c08-d94d563e-1599179735522486109,PO15991797811818584,298,1599208576,0,1599179781,1599179781,2020-09-04T00:36:21Z,8,Fri,0
a2f0985c08-d94d563e-1599179735522479804,PO15991797801621766,301.82000000000005,1599208576,0,1599179780,1599179780,2020-09-04T00:36:20Z,8,Fri,0
a2f0985c08-d94d563e-1599179735522474694,PO15991797790203990,295.335,1599208576,0,1599179779,1599179779,2020-09-04T00:36:19Z,8,Fri,0
a2f0985c08-d94d563e-1599179735522464767,PO15991797778216678,275.785,1599208576,0,1599179777,1599179777,2020-09-04T00:36:17Z,8,Fri,0
162a092214-e0b72ecb3e2b-1599173834947087203,PO15991738469286064,156.71000000000004,1599202635,0,1599173846,1599173846,2020-09-03T22:57:26Z,8,Thu,22
162a092214-e0b72ecb3e2b-1599173834947069933,PO15991738459287391,300.4499999999998,1599202635,0,1599173845,1599173845,2020-09-03T22:57:25Z,8,Thu,22
162a092214-e0b72ecb3e2b-1599173787372144654,PO159917384494074,308.6100000000001,1599202635,0,1599173844,1599173844,2020-09-03T22:57:24Z,8,Thu,22
162a092214-e0b72ecb3e2b-1599173787372138970,PO15991738439347617,300.73,1599202635,0,1599173843,1599173843,2020-09-03T22:57:23Z,8,Thu,22
162a092214-e0b72ecb3e2b-1599173787372134359,PO15991738429393401,297.91999999999985,1599202635,0,1599173842,1599173842,2020-09-03T22:57:22Z,8,Thu,22
162a092214-e0b72ecb3e2b-1599173787372128660,PO15991738419581084,304.45000000000005,1599202635,0,1599173841,1599173841,2020-09-03T22:57:21Z,8,Thu,22
162a092214-e0b72ecb3e2b-1599173787372122171,PO15991738408951529,304.47,1599202635,0,1599173840,1599173840,2020-09-03T22:57:20Z,8,Thu,22
162a092214-e0b72ecb3e2b-1599173787372116767,PO15991738381121547,300.01,1599202635,0,1599173838,1599173838,2020-09-03T22:57:18Z,8,Thu,22
162a092214-e0b72ecb3e2b-1599173787372105764,PO15991738366103780,300.23,1599202635,0,1599173836,1599173836,2020-09-03T22:57:16Z,8,Thu,22
457d0c146b-5b0762a96bb9-1599173231451007522,PO15991732867385126,298.8700000000001,1599227285,0,1599173286,1599173286,2020-09-03T22:48:06Z,15,Thu,22
457d0c146b-5b0762a96bb9-1599173193879030523,PO15991732494054271,299.73,1599227248,0,1599173249,1599173249,2020-09-03T22:47:29Z,15,Thu,22
457d0c146b-5b0762a96bb9-1599173179735376088,PO1599173180858683,308,1599227179,0,1599173180,1599173180,2020-09-03T22:46:20Z,15,Thu,22
457d0c146b-5b0762a96bb9-1599173164532076227,PO15991731675426105,315.98,1599227166,0,1599173167,1599173167,2020-09-03T22:46:07Z,15,Thu,22
457d0c146b-5b0762a96bb9-1599173131465208382,PO15991731601248858,302.0400000000001,1599227158,0,1599173160,1599173160,2020-09-03T22:46:00Z,15,Thu,22
457d0c146b-5b0762a96bb9-1599173120177812211,PO15991731534818856,299.6700000000001,1599227152,0,1599173153,1599173153,2020-09-03T22:45:53Z,15,Thu,22
457d0c146b-5b0762a96bb9-1599173119849930240,PO15991731255022108,313.52999999999975,1599227123,0,1599173125,1599173125,2020-09-03T22:45:25Z,15,Thu,22
457d0c146b-5b0762a96bb9-1599173098078078400,PO15991731013945233,298.71000000000004,1599227100,0,1599173101,1599173101,2020-09-03T22:45:01Z,15,Thu,22
457d0c146b-5b0762a96bb9-1599173095886699048,PO15991730974184908,300.9,1599227096,0,1599173097,1599173097,2020-09-03T22:44:57Z,15,Thu,22
457d0c146b-5b0762a96bb9-1599173064473968551,PO15991730916853103,306.41999999999985,1599227090,0,1599173091,1599173091,2020-09-03T22:44:51Z,15,Thu,22
457d0c146b-5b0762a96bb9-1599173030020648458,PO15991730398847104,295.21000000000004,1599227037,0,1599173039,1599173039,2020-09-03T22:43:59Z,15,Thu,22
457d0c146b-5b0762a96bb9-1599173010559397056,PO1599173013430310,13.019999999999982,1599227012,0,1599173013,1599173013,2020-09-03T22:43:33Z,15,Thu,22
fd41b48360-ce91eb58-1599171924764167764,PO15991719553781552,310.03999999999996,1599225954,0,1599171955,1599171955,2020-09-03T22:25:55Z,15,Thu,22
fd41b48360-ce91eb58-1599171925666009841,PO15991719558721316,300.35499999999996,1599225954,0,1599171955,1599171955,2020-09-03T22:25:55Z,15,Thu,22
fd41b48360-ce91eb58-1599171911822538546,PO15991719440843240,301.75,1599225941,0,1599171944,1599171944,2020-09-03T22:25:44Z,15,Thu,22
fd41b48360-ce91eb58-1599171915569169190,PO15991719389023589,300.44000000000005,1599225937,0,1599171938,1599171938,2020-09-03T22:25:38Z,15,Thu,22
fd41b48360-ce91eb58-1599171913717902917,PO15991719183074975,301.6500000000001,1599225917,0,1599171918,1599171918,2020-09-03T22:25:18Z,15,Thu,22
fd41b48360-ce91eb58-1599171898152090164,PO15991719102881389,301.4200000000001,1599225907,0,1599171910,1599171910,2020-09-03T22:25:10Z,15,Thu,22
fd41b48360-ce91eb58-1599171897658205946,PO15991719012255956,300.80999999999995,1599225899,0,1599171901,1599171901,2020-09-03T22:25:01Z,15,Thu,22
fd41b48360-ce91eb58-1599171880721117306,PO15991718975553990,298.78999999999996,1599225896,0,1599171897,1599171897,2020-09-03T22:24:57Z,15,Thu,22
fd41b48360-ce91eb58-1599171861345291882,PO15991718653453613,299.8899999999999,1599225864,0,1599171865,1599171865,2020-09-03T22:24:25Z,15,Thu,22
fd41b48360-ce91eb58-1599171850577202194,PO15991718616213385,300.5999999999999,1599225859,0,1599171861,1599171861,2020-09-03T22:24:21Z,15,Thu,22
fd41b48360-ce91eb58-1599171854835551477,PO1599171859011447,301.44000000000005,1599225857,0,1599171859,1599171859,2020-09-03T22:24:19Z,15,Thu,22
fd41b48360-ce91eb58-1599171847743408950,PO15991718500126481,299.9200000000001,1599225848,0,1599171850,1599171850,2020-09-03T22:24:10Z,15,Thu,22
fd41b48360-ce91eb58-1599171831304725828,PO15991718414908303,300.98,1599225838,0,1599171841,1599171841,2020-09-03T22:24:01Z,15,Thu,22
fd41b48360-ce91eb58-1599171832596910537,PO15991718382936141,298.83000000000004,1599225837,0,1599171838,1599171838,2020-09-03T22:23:58Z,15,Thu,22
fd41b48360-ce91eb58-1599171819393547753,PO15991718229016554,301.545,1599225820,0,1599171822,1599171822,2020-09-03T22:23:42Z,15,Thu,22
fd41b48360-ce91eb58-1599171737061634875,PO15991717467855770,65.32999999999993,1599225740,0,1599171746,1599171746,2020-09-03T22:22:26Z,15,Thu,22
a8f9909b1c-1f2f0b12-1599170912855948735,PO15991709605494047,294.8299999999999,1599228559,0,1599170960,1599170960,2020-09-03T22:09:20Z,16,Thu,22
a8f9909b1c-1f2f0b12-1599170892792732938,PO15991709176348585,294.9699999999998,1599228516,0,1599170917,1599170917,2020-09-03T22:08:37Z,16,Thu,22
a8f9909b1c-1f2f0b12-1599170889837586571,PO15991708921804862,305.285,1599228491,0,1599170892,1599170892,2020-09-03T22:08:12Z,16,Thu,22
a8f9909b1c-1f2f0b12-1599170855272050237,PO15991708645356187,294.28,1599228463,0,1599170864,1599170864,2020-09-03T22:07:44Z,16,Thu,22
a8f9909b1c-1f2f0b12-1599170815271037142,PO15991708562957859,299,1599228454,0,1599170856,1599170856,2020-09-03T22:07:36Z,16,Thu,22
a8f9909b1c-1f2f0b12-1599170828788837708,PO15991708472555022,299.835,1599228441,0,1599170847,1599170847,2020-09-03T22:07:27Z,16,Thu,22
a8f9909b1c-1f2f0b12-1599170813554228004,PO15991708340163488,155.9300000000003,1599228432,0,1599170834,1599170834,2020-09-03T22:07:14Z,16,Thu,22
a8f9909b1c-1f2f0b12-1599170811296806001,PO15991708321553066,302.8299999999999,1599228430,0,1599170832,1599170832,2020-09-03T22:07:12Z,16,Thu,22
a8f9909b1c-1f2f0b12-1599170797301136699,PO15991707987295057,325.47,1599228397,0,1599170798,1599170798,2020-09-03T22:06:38Z,16,Thu,22
a8f9909b1c-1f2f0b12-1599170774931898992,PO15991707960995688,300.13,1599228395,0,1599170796,1599170796,2020-09-03T22:06:36Z,16,Thu,22
a8f9909b1c-1f2f0b12-1599170790022564134,PO15991707967103872,299,1599228393,0,1599170796,1599170796,2020-09-03T22:06:36Z,16,Thu,22
a8f9909b1c-1f2f0b12-1599170793249343005,PO15991707953869257,301.78999999999996,1599228394,0,1599170795,1599170795,2020-09-03T22:06:35Z,16,Thu,22
a8f9909b1c-1f2f0b12-1599170774154818465,PO1599170792575283,299.72000000000025,1599228391,0,1599170792,1599170792,2020-09-03T22:06:32Z,16,Thu,22
d13e433ea4-87761384-1599170692503649224,PO15991706936478618,299.0499999999997,1599228292,0,1599170693,1599170693,2020-09-03T22:04:53Z,16,Thu,22
d13e433ea4-87761384-1599170667938346732,PO15991706694651319,298.6400000000003,1599228268,0,1599170669,1599170669,2020-09-03T22:04:29Z,16,Thu,22
d13e433ea4-87761384-1599170667102046395,PO15991706684995945,303.5600000000004,1599228267,0,1599170668,1599170668,2020-09-03T22:04:28Z,16,Thu,22
d13e433ea4-87761384-1599170639570458093,PO15991706419224884,298.69000000000005,1599228241,0,1599170641,1599170641,2020-09-03T22:04:01Z,16,Thu,22
d13e433ea4-87761384-1599170633179301181,PO15991706397307045,299.8899999999999,1599228238,0,1599170639,1599170639,2020-09-03T22:03:59Z,16,Thu,22
d13e433ea4-87761384-1599170631575814772,PO15991706326238116,301.05999999999995,1599228231,0,1599170632,1599170632,2020-09-03T22:03:52Z,16,Thu,22
d13e433ea4-87761384-1599170626195429959,PO15991706274797552,297.8499999999999,1599228226,0,1599170627,1599170627,2020-09-03T22:03:47Z,16,Thu,22
d13e433ea4-87761384-1599170620924307419,PO15991706223177650,301.47000000000025,1599228221,0,1599170622,1599170622,2020-09-03T22:03:42Z,16,Thu,22
d13e433ea4-87761384-1599170611925374698,PO15991706194604713,303.15999999999985,1599228216,0,1599170619,1599170619,2020-09-03T22:03:39Z,16,Thu,22
d13e433ea4-87761384-1599170603359560601,PO15991706158881246,295.8399999999999,1599228211,0,1599170615,1599170615,2020-09-03T22:03:35Z,16,Thu,22
d13e433ea4-87761384-1599170608783353627,PO15991706100281653,302.28999999999996,1599228209,0,1599170610,1599170610,2020-09-03T22:03:30Z,16,Thu,22
d13e433ea4-87761384-1599170602074419443,PO15991706038666765,297.52,1599228202,0,1599170603,1599170603,2020-09-03T22:03:23Z,16,Thu,22
d13e433ea4-87761384-1599170597342717949,PO15991706029482343,299.8299999999999,1599228201,0,1599170602,1599170602,2020-09-03T22:03:22Z,16,Thu,22
d13e433ea4-87761384-1599170572858965210,PO15991705775885923,302.43000000000006,1599228176,0,1599170577,1599170577,2020-09-03T22:02:57Z,16,Thu,22
d13e433ea4-87761384-1599170557749634514,PO15991705626307862,22.539999999999964,1599228161,0,1599170562,1599170562,2020-09-03T22:02:42Z,16,Thu,22
d13e433ea4-87761384-1599170558631281125,PO15991705602946715,305.5599999999995,1599228159,0,1599170560,1599170560,2020-09-03T22:02:40Z,16,Thu,22
d13e433ea4-87761384-1599170534857625801,PO15991705386511234,303.30999999999995,1599228137,0,1599170538,1599170538,2020-09-03T22:02:18Z,16,Thu,22
d13e433ea4-87761384-1599170535014864252,PO159917053669258,303.69000000000005,1599228135,0,1599170536,1599170536,2020-09-03T22:02:16Z,16,Thu,22
d13e433ea4-87761384-1599170520387954362,PO15991705218271589,300.73,1599228120,0,1599170521,1599170521,2020-09-03T22:02:01Z,16,Thu,22
eb9150e3d7-9ce45cfb-1599164224528264455,PO15991642511195558,294.47,1599225449,0,1599164251,1599164251,2020-09-03T20:17:31Z,17,Thu,20
eb9150e3d7-9ce45cfb-1599164220169879101,PO15991642492792468,311.065,1599225447,0,1599164249,1599164249,2020-09-03T20:17:29Z,17,Thu,20
eb9150e3d7-9ce45cfb-1599164184392494011,PO15991642427252436,305.6100000000001,1599225437,0,1599164242,1599164242,2020-09-03T20:17:22Z,17,Thu,20
eb9150e3d7-9ce45cfb-1599164042179088080,PO15991640635383959,295.21000000000004,1599228862,0,1599164063,1599164063,2020-09-03T20:14:23Z,18,Thu,20
eb9150e3d7-9ce45cfb-1599164050880023106,PO15991640534764737,291.5,1599228851,0,1599164053,1599164053,2020-09-03T20:14:13Z,18,Thu,20
eb9150e3d7-9ce45cfb-1599163964697274874,PO1599163966445128,303.19000000000005,1599228765,0,1599163966,1599163966,2020-09-03T20:12:46Z,18,Thu,20
eb9150e3d7-9ce45cfb-1599163923232430154,PO15991639419066712,298.8000000000002,1599228737,0,1599163941,1599163941,2020-09-03T20:12:21Z,18,Thu,20
eb9150e3d7-9ce45cfb-1599163925332618089,PO15991639306917910,301.91999999999996,1599228729,0,1599163930,1599163930,2020-09-03T20:12:10Z,18,Thu,20
eb9150e3d7-9ce45cfb-1599163916653774788,PO15991639261536133,299.28999999999996,1599228723,0,1599163926,1599163926,2020-09-03T20:12:06Z,18,Thu,20
eb9150e3d7-9ce45cfb-1599163911044075355,PO15991639158217262,315.1199999999999,1599228714,0,1599163915,1599163915,2020-09-03T20:11:55Z,18,Thu,20
eb9150e3d7-9ce45cfb-1599163853392138607,PO15991639148631858,294.86,1599228713,0,1599163914,1599163914,2020-09-03T20:11:54Z,18,Thu,20
eb9150e3d7-9ce45cfb-1599163895500395167,PO15991638973493265,127.23999999999978,1599228696,0,1599163897,1599163897,2020-09-03T20:11:37Z,18,Thu,20
eb9150e3d7-9ce45cfb-1599163887270419232,PO15991638887144256,298.4899999999998,1599228687,0,1599163888,1599163888,2020-09-03T20:11:28Z,18,Thu,20
eb9150e3d7-9ce45cfb-1599163885023983248,PO15991638866523263,304.71000000000004,1599228685,0,1599163886,1599163886,2020-09-03T20:11:26Z,18,Thu,20
eb9150e3d7-9ce45cfb-1599163860627651535,PO15991638624666463,298.9000000000001,1599228661,0,1599163862,1599163862,2020-09-03T20:11:02Z,18,Thu,20
eb9150e3d7-9ce45cfb-1599163837131112164,PO15991638398362728,298.705,1599228637,0,1599163839,1599163839,2020-09-03T20:10:39Z,18,Thu,20
98080f8938-d57a890c-1599160154149387547,PO15991603380579730,300.745,1599228736,0,1599160338,1599160338,2020-09-03T19:12:18Z,19,Thu,19
98080f8938-d57a890c-1599160225669555788,PO1599160227564755,296.025,1599228626,0,1599160227,1599160227,2020-09-03T19:10:27Z,19,Thu,19
98080f8938-d57a890c-1599160222751165476,PO15991602260617573,298.28999999999996,1599228624,0,1599160226,1599160226,2020-09-03T19:10:26Z,19,Thu,19
98080f8938-d57a890c-1599160224650707318,PO15991602262509037,311.5000000000001,1599228625,0,1599160226,1599160226,2020-09-03T19:10:26Z,19,Thu,19
98080f8938-d57a890c-1599160174890868202,PO15991601795133122,303.64999999999986,1599228578,0,1599160179,1599160179,2020-09-03T19:09:39Z,19,Thu,19
98080f8938-d57a890c-1599160165585406495,PO15991601703348210,296.8000000000002,1599228568,0,1599160170,1599160170,2020-09-03T19:09:30Z,19,Thu,19
98080f8938-d57a890c-1599160154855423361,PO15991601562238959,296.1199999999999,1599228555,0,1599160156,1599160156,2020-09-03T19:09:16Z,19,Thu,19
98080f8938-d57a890c-1599160119816772756,PO15991601227377354,302.64,1599228521,0,1599160122,1599160122,2020-09-03T19:08:42Z,19,Thu,19
98080f8938-d57a890c-1599160062246260727,PO15991600664066457,16.079999999999927,1599228464,0,1599160066,1599160066,2020-09-03T19:07:46Z,19,Thu,19
8decb47532-a3cebc9d-1599159104030030792,PO15991591475559859,300.22,1599227546,0,1599159147,1599159147,2020-09-03T18:52:27Z,19,Thu,18
b66c353e8b-7440307a-1599158965056776604,PO15991590974204435,291.54999999999995,1599227496,0,1599159097,1599159097,2020-09-03T18:51:37Z,19,Thu,18
8decb47532-a3cebc9d-1599159007286934532,PO15991590358721445,301.53999999999996,1599227434,0,1599159035,1599159035,2020-09-03T18:50:35Z,19,Thu,18
8decb47532-a3cebc9d-1599159018119000578,PO15991590229916895,292.31999999999994,1599227421,0,1599159023,1599159023,2020-09-03T18:50:23Z,19,Thu,18
8decb47532-a3cebc9d-1599158999387239465,PO15991590013111878,298.03999999999996,1599227399,0,1599159001,1599159001,2020-09-03T18:50:01Z,19,Thu,18
8decb47532-a3cebc9d-1599158923563557624,PO15991589350579848,259.98,1599227333,0,1599158935,1599158935,2020-09-03T18:48:55Z,19,Thu,18
8decb47532-a3cebc9d-1599158901290729423,PO15991589140614018,294.77,1599227312,0,1599158914,1599158914,2020-09-03T18:48:34Z,19,Thu,18
8decb47532-a3cebc9d-1599158912682362869,PO15991589143453300,300.30999999999995,1599227313,0,1599158914,1599158914,2020-09-03T18:48:34Z,19,Thu,18
8decb47532-a3cebc9d-1599158898362187194,PO15991589018955053,307.69000000000005,1599227300,0,1599158901,1599158901,2020-09-03T18:48:21Z,19,Thu,18
8decb47532-a3cebc9d-1599158881697043402,PO15991588853155248,299.52,1599227284,0,1599158885,1599158885,2020-09-03T18:48:05Z,19,Thu,18
e32e5cb843-bd53f25a-1599158880323688236,PO15991588834025042,304.43000000000006,1599227281,0,1599158883,1599158883,2020-09-03T18:48:03Z,19,Thu,18
b66c353e8b-7440307a-1599158798875197527,PO15991588052397819,302.32,1599227204,0,1599158805,1599158805,2020-09-03T18:46:45Z,19,Thu,18
b66c353e8b-7440307a-1599158782154575474,PO15991587961171222,299.05000000000007,1599227194,0,1599158796,1599158796,2020-09-03T18:46:36Z,19,Thu,18
b66c353e8b-7440307a-1599158759153059694,PO15991587947201426,288.75,1599227192,0,1599158794,1599158794,2020-09-03T18:46:34Z,19,Thu,18
e32e5cb843-bd53f25a-1599158755889919316,PO15991587836753355,307.29999999999995,1599227182,0,1599158783,1599158783,2020-09-03T18:46:23Z,19,Thu,18
b66c353e8b-7440307a-1599158755770689122,PO15991587815479111,107.49000000000024,1599227179,0,1599158781,1599158781,2020-09-03T18:46:21Z,19,Thu,18
b66c353e8b-7440307a-1599158776940684916,PO15991587782802776,293.60999999999996,1599227177,0,1599158778,1599158778,2020-09-03T18:46:18Z,19,Thu,18
e32e5cb843-bd53f25a-1599158710836133017,PO15991587733882858,292.23,1599227172,0,1599158773,1599158773,2020-09-03T18:46:13Z,19,Thu,18
b66c353e8b-7440307a-1599158738210949563,PO15991587414795170,296.04999999999995,1599227140,0,1599158741,1599158741,2020-09-03T18:45:41Z,19,Thu,18
b66c353e8b-7440307a-1599158736687458267,PO15991587381021051,291.3899999999999,1599227136,0,1599158738,1599158738,2020-09-03T18:45:38Z,19,Thu,18
e32e5cb843-bd53f25a-1599158609776504093,PO15991586168458106,297.0899999999999,1599227015,0,1599158616,1599158616,2020-09-03T18:43:36Z,19,Thu,18
e32e5cb843-bd53f25a-1599158588312444976,PO15991586041242906,305.72,1599227001,0,1599158604,1599158604,2020-09-03T18:43:24Z,19,Thu,18
e32e5cb843-bd53f25a-1599158560562599839,PO15991585628144543,303.68999999999994,1599226961,0,1599158562,1599158562,2020-09-03T18:42:42Z,19,Thu,18
e32e5cb843-bd53f25a-1599158546916757091,PO15991585481983785,304.12,1599226947,0,1599158548,1599158548,2020-09-03T18:42:28Z,19,Thu,18
11b9b11ab0-a04b7cfe-1599157938242312740,PO15991579775691278,309.52,1599226376,0,1599157977,1599157977,2020-09-03T18:32:57Z,19,Thu,18
11b9b11ab0-a04b7cfe-1599157844877171104,PO15991578527139567,296.02,1599226250,0,1599157852,1599157852,2020-09-03T18:30:52Z,19,Thu,18
11b9b11ab0-a04b7cfe-1599157822786105159,PO15991578292845784,294.02,1599226227,0,1599157829,1599157829,2020-09-03T18:30:29Z,19,Thu,18
11b9b11ab0-a04b7cfe-1599157792910209161,PO1599157795736481,301.37,1599226193,0,1599157795,1599157795,2020-09-03T18:29:55Z,19,Thu,18
11b9b11ab0-a04b7cfe-1599157787626608985,PO15991577943418400,290.43000000000006,1599226192,0,1599157794,1599157794,2020-09-03T18:29:54Z,19,Thu,18
11b9b11ab0-a04b7cfe-1599157772749490558,PO15991577758753358,296.87,1599226174,0,1599157775,1599157775,2020-09-03T18:29:35Z,19,Thu,18
11b9b11ab0-a04b7cfe-1599157662299631798,PO15991576689573897,38.33999999999992,1599226067,0,1599157668,1599157668,2020-09-03T18:27:48Z,19,Thu,18
339f553aef-47dfa98a-1599157647253501971,PO15991576493537459,298.2800000000001,1599226048,0,1599157649,1599157649,2020-09-03T18:27:29Z,19,Thu,18
339f553aef-47dfa98a-1599157599778057008,PO15991576489535180,309.95000000000005,1599226047,0,1599157648,1599157648,2020-09-03T18:27:28Z,19,Thu,18
